店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
Ｙショップハラ,中室田町,027-374-1934,食料品・スーパー・弁当・惣菜・お茶・コーヒー等,,36.413063,138.863174,town,gsi
わくわく広場,棟高町,080-5940-1117,食料品・スーパー・弁当・惣菜・お茶・コーヒー等,イオンモール,36.385422,139.006836,town,gsi
和だし弁当 水香苑,八島町,050-8884-3971,食料品・スーパー・弁当・惣菜・お茶・コーヒー等,イーサイト,36.32185,139.0112,town,gsi
わびさびや高崎店,末広町,080-6919-9088,食料品・スーパー・弁当・惣菜・お茶・コーヒー等,,36.33466,139.008286,town,gsi
書店・CD・文具・レンタル等,,書店・CD・文,書具店・・レCDン・文タ具ル・レ等ンタル等,,,,none,
井上錦精堂書店,請地町,027-322-1350,書店・CD・文具・レンタル等,,36.33432,139.003326,town,gsi
ヴィレッジヴァンガード,棟高町,027-310-9788,書店・CD・文具・レンタル等,イオンモール,36.385422,139.006836,town,gsi
ＨＭＶ,棟高町,027-310-9720,書店・CD・文具・レンタル等,イオンモール,36.385422,139.006836,town,gsi
永和商会,箕郷町西明屋,027-371-6800,書店・CD・文具・レンタル等,,36.398365,138.953888,town,gsi
絵本と童話本の家,中居町,027-352-0006,書店・CD・文具・レンタル等,,36.320415,139.037994,town,gsi
オフィスボックス,問屋町,027-381-5757,書店・CD・文具・レンタル等,,36.348717,139.008499,town,gsi
くまざわ書店,八島町,027-310-3021,書店・CD・文具・レンタル等,イーサイト,36.32185,139.0112,town,gsi
清水商事,問屋町西,027-362-8484,書店・CD・文具・レンタル等,,36.349506,139.005585,town,gsi
タイムクリップ 群馬町店,中泉町,027-372-4444,書店・CD・文具・レンタル等,,36.373325,139.000565,town,gsi
タワーレコード,八島町,027-388-0412,書店・CD・文具・レンタル等,OPA,36.32185,139.0112,town,gsi
テラダ文具,片岡町,027-327-0008,書店・CD・文具・レンタル等,,36.320522,138.996811,town,gsi
"天華堂書店
（教科書を除く）",寄合町,027-325-2311,書店・CD・文具・レンタル等,,36.327801,139.005157,town,gsi
戸田書店 高崎店,下小鳥町,027-363-5110,書店・CD・文具・レンタル等,,36.353416,138.996078,town,gsi
根本文具店,飯玉町,027-362-0706,書店・CD・文具・レンタル等,,36.339039,139.0159,town,gsi
ハイノート 高崎店,問屋町,027-363-1112,書店・CD・文具・レンタル等,,36.348717,139.008499,town,gsi
ブックスながしま,箕郷町生原,027-371-2970,書店・CD・文具・レンタル等,,36.39695,138.970367,town,gsi
ブックマンズアカデミー 高崎店,飯塚町,027-370-6166,書店・CD・文具・レンタル等,,36.341881,139.006836,town,gsi
文真堂書店 上中居店,上中居町,027-353-2604,書店・CD・文具・レンタル等,,36.31897,139.030075,town,gsi
文真堂書店ゲオ 倉賀野店,倉賀野町,027-346-6997,書店・CD・文具・レンタル等,,36.298168,139.057709,town,gsi
正屋,新町,0274-42-1166,書店・CD・文具・レンタル等,,36.272076,139.111679,town,gsi
万代書店 高崎店,江木町,027-386-8800,書店・CD・文具・レンタル等,,36.331066,139.020416,town,gsi
みなとや,下室田町,027-374-0122,書店・CD・文具・レンタル等,,36.407383,138.892914,town,gsi
未来屋書店,棟高町,080-7620-3301,書店・CD・文具・レンタル等,イオンモール,36.385422,139.006836,town,gsi
ヤワタ事務器材,剣崎町,027-343-1868,書店・CD・文具・レンタル等,,36.344723,138.95549,town,gsi
REBEL BOOKS,椿町,090-9822-7877,書店・CD・文具・レンタル等,,36.330818,139.007111,town,gsi
"スポーツ用品・スポーツ施設・釣
具",,スポーツ用,品ス・ポスーポツ用ー品ツ・ス施ポー設ツ・施釣設具・釣具,,,,none,
AXiAL 高崎店,飯塚町,027-395-5025,スポーツ用品・スポーツ施設・釣具,,36.341881,139.006836,town,gsi
有賀園ゴルフ 高崎本店,下之城町,027-327-6161,スポーツ用品・スポーツ施設・釣具,,36.308746,139.031006,town,gsi
Ultimate Axis,井野町,027-395-0800,スポーツ用品・スポーツ施設・釣具,,36.355373,139.02652,town,gsi
イノスポーツ,八島町,027-323-1233,スポーツ用品・スポーツ施設・釣具,,36.32185,139.0112,town,gsi
エスワイスポーツ,八千代町,027-323-1011,スポーツ用品・スポーツ施設・釣具,,36.32378,138.993332,town,gsi
M-uni⁺,上佐野町,027-335-8155,スポーツ用品・スポーツ施設・釣具,,36.304047,139.022369,town,gsi
カミスポーツ・プラス,和田町,027-310-6888,スポーツ用品・スポーツ施設・釣具,,36.316555,139.0112,town,gsi
観音山ゴルフ俱楽部,乗附町,027-325-1901,スポーツ用品・スポーツ施設・釣具,,36.318325,138.970718,town,gsi
クライミングジム ホワイトロック,上佐野町,027-388-0902,スポーツ用品・スポーツ施設・釣具,,36.304047,139.022369,town,gsi
剣道具本舗 一本堂,新町,0274-50-8810,スポーツ用品・スポーツ施設・釣具,,36.272076,139.111679,town,gsi
ゴールドジム高崎群馬,飯塚町,027-370-3300,スポーツ用品・スポーツ施設・釣具,,36.341881,139.006836,town,gsi
ゴルフ５高崎倉賀野バイパス店,下之城町,027-324-9562,スポーツ用品・スポーツ施設・釣具,,36.308746,139.031006,town,gsi
ゴルフ５高崎緑町店,緑町,027-364-0777,スポーツ用品・スポーツ施設・釣具,,36.350552,139.002823,town,gsi
ゴルフプラス,飯塚町,027-395-0763,スポーツ用品・スポーツ施設・釣具,,36.341881,139.006836,town,gsi
サンコーカントリークラブ,吉井町岩崎,027-388-2800,スポーツ用品・スポーツ施設・釣具,,36.277161,138.981689,town,gsi
サンビーム高崎店,飯塚町,027-364-3332,スポーツ用品・スポーツ施設・釣具,,36.341881,139.006836,town,gsi
ジャザサイズ高崎金古 T-ONEスタジオ,金古町,090-4135-0063,スポーツ用品・スポーツ施設・釣具,,36.412426,138.994278,town,gsi
上州屋 高崎店,貝沢町,027-364-0675,スポーツ用品・スポーツ施設・釣具,,36.34441,139.023041,town,gsi
スポーツステップ,緑町,027-388-8825,スポーツ用品・スポーツ施設・釣具,,36.350552,139.002823,town,gsi
アルペン スポーツデポ高崎店,飯塚町,027-363-2221,スポーツ用品・スポーツ施設・釣具,,36.341881,139.006836,town,gsi
スポレッシュ高崎インター店,島野町,027-386-8570,スポーツ用品・スポーツ施設・釣具,,36.337391,139.063797,town,gsi
高崎卓球,上並榎町,027-362-6322,スポーツ用品・スポーツ施設・釣具,,36.340405,138.986862,town,gsi
つりピット！ＰＲＯ ＳＨＯＰ ＭＡＴＳＵＤＡ,江木町,027-384-3390,スポーツ用品・スポーツ施設・釣具,,36.331066,139.020416,town,gsi
ナガノ,下小鳥町,027-386-8390,スポーツ用品・スポーツ施設・釣具,,36.353416,138.996078,town,gsi
二木ゴルフ 高崎店,飯塚町,027-362-6121,スポーツ用品・スポーツ施設・釣具,,36.341881,139.006836,town,gsi
西山剣道具店,江木町,027-326-7030,スポーツ用品・スポーツ施設・釣具,,36.331066,139.020416,town,gsi
パーソナルジム MA・COCORO,塚田町,027-333-3778,スポーツ用品・スポーツ施設・釣具,,36.388268,139.021866,town,gsi
パーソナルジム Remake Fitness,連雀町,090-6794-0973,スポーツ用品・スポーツ施設・釣具,,36.324718,139.007156,town,gsi
原田スポーツ店,請地町,027-325-7099,スポーツ用品・スポーツ施設・釣具,,36.33432,139.003326,town,gsi
ヒマラヤ 高崎店,緑町,027-365-4801,スポーツ用品・スポーツ施設・釣具,,36.350552,139.002823,town,gsi
ファイテンＩＰコーナー高崎,芝塚町,027-323-0861,スポーツ用品・スポーツ施設・釣具,,36.334103,139.013763,town,gsi
フットボールパーク高崎,吉井町池,027-384-2919,スポーツ用品・スポーツ施設・釣具,,36.268402,138.993073,town,gsi
細井スポーツ,通町,027-325-1293,スポーツ用品・スポーツ施設・釣具,,36.324619,139.009384,town,gsi
ムラサキスポーツ,棟高町,027-310-9710,スポーツ用品・スポーツ施設・釣具,イオンモール,36.385422,139.006836,town,gsi
MEGA SPORTS,棟高町,027-388-1851,スポーツ用品・スポーツ施設・釣具,イオンモール,36.385422,139.006836,town,gsi
メディカルフィットネス＆スパ ヴァレオプロ,矢中町,027-350-1177,スポーツ用品・スポーツ施設・釣具,,36.310818,139.050934,town,gsi
モンベル高崎店,小八木町,027-370-0710,スポーツ用品・スポーツ施設・釣具,,36.36195,139.014374,town,gsi
ＲＵＮＧＲＹ,上中居町,050-3698-8460,スポーツ用品・スポーツ施設・釣具,,36.31897,139.030075,town,gsi
WILD-1 高崎店,飯塚町,027-363-7511,スポーツ用品・スポーツ施設・釣具,,36.341881,139.006836,town,gsi
葬儀・仏壇・墓石,,葬儀・仏壇・,墓葬儀石・仏壇・墓石,,,,none,
アシストホール吉井,吉井町池,027-387-1194,葬儀・仏壇・墓石,,36.268402,138.993073,town,gsi
GALLERY memoria+,棟高町,027-329-5006,葬儀・仏壇・墓石,イオンモール,36.385422,139.006836,town,gsi
多胡石材産業,吉井町吉井川,027-387-2325,葬儀・仏壇・墓石,,36.249817,138.988113,town,gsi
長沼石材店,金古町,027-373-0074,葬儀・仏壇・墓石,,36.412426,138.994278,town,gsi
仏壇・墓石 清山堂,元島名町,027-352-9444,葬儀・仏壇・墓石,,36.329754,139.062271,town,gsi
"整体・はり・きゅう・マッサージ・接
骨院等",,整体・はり・,き整ゅ体う・は・マり・きッゅサう・ーマッジサ・ー接ジ・骨接骨院院等等,,,,none,
頭ほぐし専門salon Guu,飯塚町,080-7523-0108,整体・はり・きゅう・マッサージ・接骨院等,,36.341881,139.006836,town,gsi
atelier shigashiga,中居町,,整体・はり・きゅう・マッサージ・接骨院等,,36.320415,139.037994,town,gsi
アロマ＆ボディケア KEIKA高崎店,筑縄町,027-362-7152,整体・はり・きゅう・マッサージ・接骨院等,,36.352173,138.987961,town,gsi
癒し処ZERO,飯塚町,027-386-2204,整体・はり・きゅう・マッサージ・接骨院等,,36.341881,139.006836,town,gsi
癒しの整体サロンコラッセ,箕郷町下芝,090-5235-3365,整体・はり・きゅう・マッサージ・接骨院等,,36.3759,138.961197,town,gsi
ウェルネス鍼灸院・接骨院 高崎飯塚店,飯塚町,027-388-9990,整体・はり・きゅう・マッサージ・接骨院等,,36.341881,139.006836,town,gsi
UgoKL takasaki,浜川町,027-386-8686,整体・はり・きゅう・マッサージ・接骨院等,,36.369167,138.980423,town,gsi
氏橋接骨院,日高町,027-381-6665,整体・はり・きゅう・マッサージ・接骨院等,,36.359898,139.034042,town,gsi
梅田整体療院,箕郷町上芝,027-371-8836,整体・はり・きゅう・マッサージ・接骨院等,,36.386776,138.959167,town,gsi
岡田鍼灸接骨院,日高町,027-370-2727,整体・はり・きゅう・マッサージ・接骨院等,,36.359898,139.034042,town,gsi
小幡接骨院 ObataBoneSetter,並榎町,027-388-0833,整体・はり・きゅう・マッサージ・接骨院等,,36.338478,138.992172,town,gsi
カイロプラクティック たか施術院,山名町,027-347-2841,整体・はり・きゅう・マッサージ・接骨院等,,36.279461,139.029343,town,gsi
かない健康院,箕郷町上芝,027-386-3726,整体・はり・きゅう・マッサージ・接骨院等,,36.386776,138.959167,town,gsi
かねしま整骨院,高関町,027-384-3626,整体・はり・きゅう・マッサージ・接骨院等,,36.325771,139.027115,town,gsi
からか整骨院,寺尾町,027-325-5553,整体・はり・きゅう・マッサージ・接骨院等,,36.297123,138.990768,town,gsi
カラコン整体院,飯塚町,080-6724-5561,整体・はり・きゅう・マッサージ・接骨院等,,36.341881,139.006836,town,gsi
カラダファクトリー,八島町,027-395-0187,整体・はり・きゅう・マッサージ・接骨院等,OPA,36.32185,139.0112,town,gsi
かる楽,下小鳥町,027-386-8155,整体・はり・きゅう・マッサージ・接骨院等,,36.353416,138.996078,town,gsi
観音整体院,芝塚町,027-323-0861,整体・はり・きゅう・マッサージ・接骨院等,,36.334103,139.013763,town,gsi
かんのん山 鍼灸院,石原町,027-322-5815,整体・はり・きゅう・マッサージ・接骨院等,,36.305721,138.99585,town,gsi
きょういち接骨院,飯玉町,027-377-3457,整体・はり・きゅう・マッサージ・接骨院等,,36.339039,139.0159,town,gsi
筋膜整体アライメントコレクションクオーレ高崎店,末広町,070-9090-1197,整体・はり・きゅう・マッサージ・接骨院等,,36.33466,139.008286,town,gsi
くりはら治療院,飯塚町,027-362-1157,整体・はり・きゅう・マッサージ・接骨院等,,36.341881,139.006836,town,gsi
げんき堂鍼灸接骨院,下小鳥町,027-363-8039,整体・はり・きゅう・マッサージ・接骨院等,,36.353416,138.996078,town,gsi
げんき堂鍼灸整骨院/GENKI PLus Beauty,棟高町,027-387-0311,整体・はり・きゅう・マッサージ・接骨院等,イオンモール,36.385422,139.006836,town,gsi
けんぎ堂整骨院/げんき堂整体院,八島町,027-345-7890,整体・はり・きゅう・マッサージ・接骨院等,イーサイト,36.32185,139.0112,town,gsi
GENKI Plus 骨盤ラボ 高崎小鳥,下小鳥町,027-363-8039,整体・はり・きゅう・マッサージ・接骨院等,,36.353416,138.996078,town,gsi
けんと接骨院,上小鳥町,027-362-3407,整体・はり・きゅう・マッサージ・接骨院等,,36.356945,138.988312,town,gsi
ゴードン鍼灸院,石原町,027-386-6175,整体・はり・きゅう・マッサージ・接骨院等,,36.305721,138.99585,town,gsi
小暮はり・きゅう整骨院,中泉町,027-373-8362,整体・はり・きゅう・マッサージ・接骨院等,,36.373325,139.000565,town,gsi
在宅マッサージ こころ,飯塚町,027-333-6154,整体・はり・きゅう・マッサージ・接骨院等,,36.341881,139.006836,town,gsi
齋藤治療院,吉井町塩川,027-387-5718,整体・はり・きゅう・マッサージ・接骨院等,,36.259811,138.981339,town,gsi
さくらい接骨院,木部町,027-347-4307,整体・はり・きゅう・マッサージ・接骨院等,,36.277241,139.051361,town,gsi
鍼灸整骨院 田ごと,柳川町,027-322-5990,整体・はり・きゅう・マッサージ・接骨院等,,36.328556,139.002365,town,gsi
新星接骨院,下小鳥町,027-393-6592,整体・はり・きゅう・マッサージ・接骨院等,,36.353416,138.996078,town,gsi
すがわら鍼灸整骨院,山田町,027-321-5110,整体・はり・きゅう・マッサージ・接骨院等,,36.332062,139.008011,town,gsi
鈴木接骨院,金古町,027-373-0108,整体・はり・きゅう・マッサージ・接骨院等,,36.412426,138.994278,town,gsi
頭痛整体院みらい,倉賀野町,027-335-6133,整体・はり・きゅう・マッサージ・接骨院等,,36.298168,139.057709,town,gsi
ストレッチ＆整体スタジオMOKI,貝沢町,080-5048-5166,整体・はり・きゅう・マッサージ・接骨院等,,36.34441,139.023041,town,gsi
SmileBody「てらぴす」,新保田中町,080-5691-4624,整体・はり・きゅう・マッサージ・接骨院等,,36.360764,139.040726,town,gsi
整骨院 Body Lab,貝沢町,027-386-8140,整体・はり・きゅう・マッサージ・接骨院等,,36.34441,139.023041,town,gsi
整骨院ハナミズキ,上小塙町,027-386-8873,整体・はり・きゅう・マッサージ・接骨院等,,36.355717,138.977493,town,gsi
整体院 賢-KEN-,下豊岡町,090-8317-2227,整体・はり・きゅう・マッサージ・接骨院等,,36.332787,138.985275,town,gsi
整体✕癒し処ＺＥＲＯ 高崎中泉店,中泉町,027-329-5252,整体・はり・きゅう・マッサージ・接骨院等,,36.373325,139.000565,town,gsi
整体サロン さろん ど ぽんど,箕郷町柏木沢,027-386-6568,整体・はり・きゅう・マッサージ・接骨院等,,36.409138,138.974564,town,gsi
整体サロン ボディライト 高崎店,下和田町,027-386-2102,整体・はり・きゅう・マッサージ・接骨院等,,36.3148,139.011185,town,gsi
太樹接骨院,下小鳥町,027-365-5285,整体・はり・きゅう・マッサージ・接骨院等,,36.353416,138.996078,town,gsi
台湾式 Relaxation 悠泉,上中居町,027-388-9266,整体・はり・きゅう・マッサージ・接骨院等,,36.31897,139.030075,town,gsi
たかぎ鍼灸接骨院,箕郷町生原,027-371-8066,整体・はり・きゅう・マッサージ・接骨院等,,36.39695,138.970367,town,gsi
高崎さと鍼灸院,貝沢町,027-362-8482,整体・はり・きゅう・マッサージ・接骨院等,,36.34441,139.023041,town,gsi
たかさき下小鳥鍼灸・接骨院,下小鳥町,027-386-6312,整体・はり・きゅう・マッサージ・接骨院等,,36.353416,138.996078,town,gsi
たかさき整骨院・たかさきサロン,上中居町,027-353-7007,整体・はり・きゅう・マッサージ・接骨院等,,36.31897,139.030075,town,gsi
ただき接骨院,井野町,027-381-8586,整体・はり・きゅう・マッサージ・接骨院等,,36.355373,139.02652,town,gsi
ただき接骨院 石原院,石原町,027-388-8028,整体・はり・きゅう・マッサージ・接骨院等,,36.305721,138.99585,town,gsi
ただき接骨院高関院,高関町,027-386-3848,整体・はり・きゅう・マッサージ・接骨院等,,36.325771,139.027115,town,gsi
とまる整体吸玉療法院,高関町,027-326-3293,整体・はり・きゅう・マッサージ・接骨院等,,36.325771,139.027115,town,gsi
とみざわ鍼灸接骨院,冷水町,027-373-7377,整体・はり・きゅう・マッサージ・接骨院等,,36.400803,139.007187,town,gsi
中澤手技治療院,貝沢町,027-362-3040,整体・はり・きゅう・マッサージ・接骨院等,,36.34441,139.023041,town,gsi
ナチュラルメディカル高崎,倉賀野町,027-368-2762,整体・はり・きゅう・マッサージ・接骨院等,,36.298168,139.057709,town,gsi
Neighbor Man,本町,027-335-8509,整体・はり・きゅう・マッサージ・接骨院等,,36.33099,139.00386,town,gsi
はりきゅうマッサージたけのこ,八千代町,027-381-8305,整体・はり・きゅう・マッサージ・接骨院等,,36.32378,138.993332,town,gsi
ひなた鍼灸整骨院,南大類町,027-388-0509,整体・はり・きゅう・マッサージ・接骨院等,,36.32637,139.042358,town,gsi
美容整体ＲＩＮ,八島町,027-329-9009,整体・はり・きゅう・マッサージ・接骨院等,OPA,36.32185,139.0112,town,gsi
ふなと川接骨院 貝沢院,貝沢町,027-395-0388,整体・はり・きゅう・マッサージ・接骨院等,,36.34441,139.023041,town,gsi
ふなと川接骨院 倉賀野院,倉賀野町,027-388-0433,整体・はり・きゅう・マッサージ・接骨院等,,36.298168,139.057709,town,gsi
ふなと川接骨院 中居院,中居町,027-360-5275,整体・はり・きゅう・マッサージ・接骨院等,,36.320415,139.037994,town,gsi
"フラミンゴの休日 高崎美容健康整体 頭ほぐし＆
ボディケア",北双葉町,080-9084-4526,整体・はり・きゅう・マッサージ・接骨院等,,36.319324,139.018799,town,gsi
ベル ルミエール,棟高町,027-395-4981,整体・はり・きゅう・マッサージ・接骨院等,イオンモール,36.385422,139.006836,town,gsi
ほりこし整骨院,菅谷町,027-384-8283,整体・はり・きゅう・マッサージ・接骨院等,,36.378056,139.015472,town,gsi
ほんま接骨院,西横手町,090-5777-5447,整体・はり・きゅう・マッサージ・接骨院等,,36.333454,139.07373,town,gsi
町田指圧院,箕郷町矢原,027-381-8046,整体・はり・きゅう・マッサージ・接骨院等,,36.421703,138.947021,town,gsi
松井長生療院,八千代町,027-326-9494,整体・はり・きゅう・マッサージ・接骨院等,,36.32378,138.993332,town,gsi
宮崎整体院,箕郷町上芝,027-371-4112,整体・はり・きゅう・マッサージ・接骨院等,,36.386776,138.959167,town,gsi
むかいだ鍼灸マッサージ,新町,0274-43-7007,整体・はり・きゅう・マッサージ・接骨院等,,36.272076,139.111679,town,gsi
momi高崎浜尻店,浜尻町,027-333-6921,整体・はり・きゅう・マッサージ・接骨院等,,36.352921,139.016769,town,gsi
momiボディケア＆アロマ本店,浜尻町,027-388-1009,整体・はり・きゅう・マッサージ・接骨院等,,36.352921,139.016769,town,gsi
やまな整骨院,山名町,027-347-6000,整体・はり・きゅう・マッサージ・接骨院等,,36.279461,139.029343,town,gsi
ヨガスタジオポスチャー高崎店,浜尻町,027-388-1221,整体・はり・きゅう・マッサージ・接骨院等,,36.352921,139.016769,town,gsi
よこやま整体院,高関町,090-9854-2890,整体・はり・きゅう・マッサージ・接骨院等,,36.325771,139.027115,town,gsi
ラクモア,下室田町,027-374-1780,整体・はり・きゅう・マッサージ・接骨院等,,36.407383,138.892914,town,gsi
ラジカル整骨院,金古町,027-384-3012,整体・はり・きゅう・マッサージ・接骨院等,,36.412426,138.994278,town,gsi
Raffine,棟高町,027-381-8312,整体・はり・きゅう・マッサージ・接骨院等,イオンモール,36.385422,139.006836,town,gsi
ラフィネ,八島町,027-325-0511,整体・はり・きゅう・マッサージ・接骨院等,モントレー,36.32185,139.0112,town,gsi
リゾネート,三ツ寺町,027-310-0511,整体・はり・きゅう・マッサージ・接骨院等,,36.376621,138.993683,town,gsi
リラクゼーション楽王道,緑町,027-329-5336,整体・はり・きゅう・マッサージ・接骨院等,,36.350552,139.002823,town,gsi
リラクゼーション・整体 あおぞら施療室,新町,0274-50-6002,整体・はり・きゅう・マッサージ・接骨院等,,36.272076,139.111679,town,gsi
リラクゼーションエステサロンラルジュ,箕郷町柏木沢,080-3755-1628,整体・はり・きゅう・マッサージ・接骨院等,,36.409138,138.974564,town,gsi
和香堂はり灸マッサージ治療院,上中居町,090-6938-2371,整体・はり・きゅう・マッサージ・接骨院等,,36.31897,139.030075,town,gsi
栄樂屋肉店,下室田町,027-374-0069,精肉店,,36.407383,138.892914,town,gsi
金嶋精肉店,和田町,027-322-5649,精肉店,,36.316555,139.0112,town,gsi
SHOP Takasaki Horumon,本郷町,027-395-0315,精肉店,,36.364155,138.939362,town,gsi
寺田精肉店,鍛冶町,027-322-5979,精肉店,,36.322163,139.005814,town,gsi
寺西精肉店 末広支店,末広町,027-323-5998,精肉店,,36.33466,139.008286,town,gsi
ニュー・クイック,八島町,027-321-5771,精肉店,モントレー,36.32185,139.0112,town,gsi
平井精肉店,大橋町,027-322-3625,精肉店,,36.338127,138.999695,town,gsi
松喜肉店,箕郷町西明屋,027-371-3945,精肉店,,36.398365,138.953888,town,gsi
まつしま肉店,新町,0274-42-8700,精肉店,,36.272076,139.111679,town,gsi
ミートコマツ,西横手町,027-353-1329,精肉店,,36.333454,139.07373,town,gsi
ミートショップ・キグレ,真町,027-325-5982,精肉店,,36.327065,139.009644,town,gsi
和田畜産,岩鼻町,027-346-2029,精肉店,,36.294327,139.080795,town,gsi
"専門サービス（行政書士、税理士
等）",,専門サービ,ス専（門行サ政ービ書ス（士行政、書税士理、税士理等士等））,,,,none,
うえはら法律事務所,昭和町,027-395-4611,専門サービス（行政書士、税理士等）,,36.336304,139.004654,town,gsi
カシオペア法律事務所,倉賀野町,027-388-9920,専門サービス（行政書士、税理士等）,,36.298168,139.057709,town,gsi
行政書士コヤマ事務所,請地町,027-322-5313,専門サービス（行政書士、税理士等）,,36.33432,139.003326,town,gsi
行政書士本間事務所,山名町,027-386-6920,専門サービス（行政書士、税理士等）,,36.279461,139.029343,town,gsi
桑原工務店,昭和町,027-323-6215,専門サービス（行政書士、税理士等）,,36.336304,139.004654,town,gsi
舘山法律事務所,上中居町,027-330-2355,専門サービス（行政書士、税理士等）,,36.31897,139.030075,town,gsi
Focust,正観寺町,080-5518-2047,専門サービス（行政書士、税理士等）,,36.371819,139.018997,town,gsi
弁護士法人佐々木法律事務所,檜物町,027-330-3334,専門サービス（行政書士、税理士等）,,36.322926,139.006454,town,gsi
鉄道・バス・タクシー,,鉄道・バス・,タ鉄ク道シ・バース・タクシー,,,,none,
あおば交通 高崎営業所,寺尾町,027ｰ388ｰ1232,鉄道・バス・タクシー,,36.297123,138.990768,town,gsi
共愛タクシー,箕郷町上芝,,鉄道・バス・タクシー,,36.386776,138.959167,town,gsi
サクラ交通 足門営業所,足門町,027-365-3105,鉄道・バス・タクシー,,36.398323,138.991531,town,gsi
サクラ交通 本社営業所,問屋町,027-365-3105,鉄道・バス・タクシー,,36.348717,139.008499,town,gsi
上信観光バス 高崎営業所,芝塚町,027-325-5921,鉄道・バス・タクシー,,36.334103,139.013763,town,gsi
上信ハイヤー 高崎営業所,江木町,027-322-1212,鉄道・バス・タクシー,,36.331066,139.020416,town,gsi
上信ハイヤー 吉井営業所,吉井町吉井,027-387-3109,鉄道・バス・タクシー,,36.258095,138.986023,town,gsi
高崎駅構内タクシー,下和田町,027-325-1515,鉄道・バス・タクシー,,36.3148,139.011185,town,gsi
高崎第一交通,芝塚町,027-325-5454,鉄道・バス・タクシー,,36.334103,139.013763,town,gsi
日本中央交通,島野町,027-353-8800,鉄道・バス・タクシー,,36.337391,139.063797,town,gsi
榛名観光,上並榎町,027-343-0020,鉄道・バス・タクシー,,36.340405,138.986862,town,gsi
平和交通,新町,0274-42-0016,鉄道・バス・タクシー,,36.272076,139.111679,town,gsi
南代行,新保田中町,027-361-8773,鉄道・バス・タクシー,,36.360764,139.040726,town,gsi
三山タクシー,本町,027-322-2427,鉄道・バス・タクシー,,36.33099,139.00386,town,gsi
スズラン高崎,鞘町,027-326-1111,デパート,スズラン高崎,36.325302,139.00563,town,gsi
高崎髙島屋,旭町,027-327-1111,デパート,高崎髙島屋,36.325901,139.011627,town,gsi
動物病院・ペット関連,,動物病院・ペ,動ッ物ト病関院連・ペット関連,,,,none,
安藝動物病院,江木町,027-327-1155,動物病院・ペット関連,,36.331066,139.020416,town,gsi
あきむら動物病院,吉井町長根,027-387-3486,動物病院・ペット関連,,36.241974,138.960907,town,gsi
あべ動物病院,中泉町,027-372-6030,動物病院・ペット関連,,36.373325,139.000565,town,gsi
アルプス動物病院,芝塚町,027-322-1286,動物病院・ペット関連,,36.334103,139.013763,town,gsi
いたくら動物病院,下佐野町,027-347-5633,動物病院・ペット関連,,36.295834,139.029755,town,gsi
けあかんぱにー,矢島町,027-350-7701,動物病院・ペット関連,,36.336662,139.049927,town,gsi
高崎ペットセンター,石原町,027-326-3895,動物病院・ペット関連,,36.305721,138.99585,town,gsi
美ら海,上中居町,027-381-5011,動物病院・ペット関連,,36.31897,139.030075,town,gsi
ＤＯＧ＆ＣＡＴ Ｗａｌｔｚ,住吉町,027-386-8791,動物病院・ペット関連,,36.334557,139.000916,town,gsi
Dog Grooming ＆ Ｈｏｔｅｌ ＭＡＮＤＩ,石原町,027-384-6440,動物病院・ペット関連,,36.305721,138.99585,town,gsi
ととのう猫カフェバーニャ,上並榎町,027-329-6888,動物病院・ペット関連,,36.340405,138.986862,town,gsi
Ｔｒｉｍｍｉｎｇ Ｓａｌｏｎ Ｅ－ｂａｓｈｏ,筑縄町,027-388-1166,動物病院・ペット関連,,36.352173,138.987961,town,gsi
中瀬動物病院,下豊岡町,027-323-9000,動物病院・ペット関連,,36.332787,138.985275,town,gsi
パウズリビング,八島町,090-6144-7718,動物病院・ペット関連,OPA,36.32185,139.0112,town,gsi
ペットシッターSOS高崎店,日高町,027-363-5365,動物病院・ペット関連,,36.359898,139.034042,town,gsi
ペットセンター植原,飯塚町,027-362-4067,動物病院・ペット関連,,36.341881,139.006836,town,gsi
PETEMO（ペテモ）,棟高町,027-310-9032,動物病院・ペット関連,イオンモール,36.385422,139.006836,town,gsi
時計・貴金属・ブランド品,,時計・貴金属,時・計ブ・ラ貴金ン属ド・品ブランド品,,,,none,
ESTELLE,棟高町,027-310-9074,時計・貴金属・ブランド品,イオンモール,36.385422,139.006836,town,gsi
ギャレリア 高崎柴崎店,柴崎町,027-381-8211,時計・貴金属・ブランド品,,36.314983,139.056091,town,gsi
ギャレリア 高崎緑町店,飯塚町,027-365-5220,時計・貴金属・ブランド品,,36.341881,139.006836,town,gsi
クローチェ,筑縄町,,時計・貴金属・ブランド品,,36.352173,138.987961,town,gsi
THE CLOCK HOUSE,棟高町,027-310-9137,時計・貴金属・ブランド品,イオンモール,36.385422,139.006836,town,gsi
THE KISS,棟高町,027-310-9122,時計・貴金属・ブランド品,イオンモール,36.385422,139.006836,town,gsi
ザキッスカップルズ,八島町,027-321-7222,時計・貴金属・ブランド品,OPA,36.32185,139.0112,town,gsi
サントノーレ 高崎店,問屋町,027-363-0033,時計・貴金属・ブランド品,,36.348717,139.008499,town,gsi
TSUTSUMI,棟高町,027-310-9027,時計・貴金属・ブランド品,イオンモール,36.385422,139.006836,town,gsi
