店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
整体サロン さろん ど ぽんど,箕郷町柏木沢,027-386-6568,整体・はり・きゅう・マッサージ・接骨院等,,36.406776,138.969913,approx,geocoding.jp
整体サロン ボディライト 高崎店,下和田町,027-386-2102,整体・はり・きゅう・マッサージ・接骨院等,,36.319804,139.014072,approx,geocoding.jp
太樹接骨院,下小鳥町,027-365-5285,整体・はり・きゅう・マッサージ・接骨院等,,36.348698,138.999929,approx,geocoding.jp
台湾式 Relaxation 悠泉,上中居町,027-388-9266,整体・はり・きゅう・マッサージ・接骨院等,,36.316919,139.027806,approx,geocoding.jp
たかぎ鍼灸接骨院,箕郷町生原,027-371-8066,整体・はり・きゅう・マッサージ・接骨院等,,36.396979,138.964831,approx,geocoding.jp
高崎さと鍼灸院,貝沢町,027-362-8482,整体・はり・きゅう・マッサージ・接骨院等,,36.339879,139.024775,approx,geocoding.jp
たかさき下小鳥鍼灸・接骨院,下小鳥町,027-386-6312,整体・はり・きゅう・マッサージ・接骨院等,,36.350507,139.000164,approx,geocoding.jp
たかさき整骨院・たかさきサロン,上中居町,027-353-7007,整体・はり・きゅう・マッサージ・接骨院等,,36.3211,139.033259,approx,geocoding.jp
ただき接骨院,井野町,027-381-8586,整体・はり・きゅう・マッサージ・接骨院等,,36.343939,139.023554,exact,geocoding.jp
ただき接骨院 石原院,石原町,027-388-8028,整体・はり・きゅう・マッサージ・接骨院等,,36.315232,138.999688,approx,geocoding.jp
ただき接骨院高関院,高関町,027-386-3848,整体・はり・きゅう・マッサージ・接骨院等,,36.32753,139.024881,approx,geocoding.jp
とまる整体吸玉療法院,高関町,027-326-3293,整体・はり・きゅう・マッサージ・接骨院等,,36.324288,139.030318,approx,geocoding.jp
とみざわ鍼灸接骨院,冷水町,027-373-7377,整体・はり・きゅう・マッサージ・接骨院等,,36.402958,139.007963,approx,geocoding.jp
中澤手技治療院,貝沢町,027-362-3040,整体・はり・きゅう・マッサージ・接骨院等,,36.34579,139.019684,approx,geocoding.jp
ナチュラルメディカル高崎,倉賀野町,027-368-2762,整体・はり・きゅう・マッサージ・接骨院等,,36.29777,139.042149,approx,geocoding.jp
Neighbor Man,本町,027-335-8509,整体・はり・きゅう・マッサージ・接骨院等,,36.330789,139.004882,approx,geocoding.jp
はりきゅうマッサージたけのこ,八千代町,027-381-8305,整体・はり・きゅう・マッサージ・接骨院等,,36.322181,138.985434,approx,geocoding.jp
ひなた鍼灸整骨院,南大類町,027-388-0509,整体・はり・きゅう・マッサージ・接骨院等,,36.325641,139.037258,approx,geocoding.jp
美容整体ＲＩＮ,八島町,027-329-9009,整体・はり・きゅう・マッサージ・接骨院等,OPA,36.323476,139.01111,approx,geocoding.jp
ふなと川接骨院 貝沢院,貝沢町,027-395-0388,整体・はり・きゅう・マッサージ・接骨院等,,36.343127,139.02486,approx,geocoding.jp
ふなと川接骨院 倉賀野院,倉賀野町,027-388-0433,整体・はり・きゅう・マッサージ・接骨院等,,36.297081,139.04642,approx,geocoding.jp
ふなと川接骨院 中居院,中居町,027-360-5275,整体・はり・きゅう・マッサージ・接骨院等,,36.313572,139.040977,approx,geocoding.jp
"フラミンゴの休日 高崎美容健康整体 頭ほぐし＆
ボディケア",北双葉町,080-9084-4526,整体・はり・きゅう・マッサージ・接骨院等,,36.320601,139.017836,approx,geocoding.jp
ベル ルミエール,棟高町,027-395-4981,整体・はり・きゅう・マッサージ・接骨院等,イオンモール,36.358209,139.008943,exact,geocoding.jp
ほりこし整骨院,菅谷町,027-384-8283,整体・はり・きゅう・マッサージ・接骨院等,,36.375807,139.019265,approx,geocoding.jp
ほんま接骨院,西横手町,090-5777-5447,整体・はり・きゅう・マッサージ・接骨院等,,36.331102,139.068291,approx,geocoding.jp
町田指圧院,箕郷町矢原,027-381-8046,整体・はり・きゅう・マッサージ・接骨院等,,36.393036,138.961801,approx,geocoding.jp
松井長生療院,八千代町,027-326-9494,整体・はり・きゅう・マッサージ・接骨院等,,36.321204,138.98945,approx,geocoding.jp
宮崎整体院,箕郷町上芝,027-371-4112,整体・はり・きゅう・マッサージ・接骨院等,,36.389878,138.962867,approx,geocoding.jp
むかいだ鍼灸マッサージ,新町,0274-43-7007,整体・はり・きゅう・マッサージ・接骨院等,,36.274854,139.120913,approx,geocoding.jp
momi高崎浜尻店,浜尻町,027-333-6921,整体・はり・きゅう・マッサージ・接骨院等,,36.352885,139.01601,approx,geocoding.jp
momiボディケア＆アロマ本店,浜尻町,027-388-1009,整体・はり・きゅう・マッサージ・接骨院等,,36.356478,139.012496,approx,geocoding.jp
やまな整骨院,山名町,027-347-6000,整体・はり・きゅう・マッサージ・接骨院等,,36.279546,139.038527,approx,geocoding.jp
ヨガスタジオポスチャー高崎店,浜尻町,027-388-1221,整体・はり・きゅう・マッサージ・接骨院等,,36.356105,139.012294,approx,geocoding.jp
よこやま整体院,高関町,090-9854-2890,整体・はり・きゅう・マッサージ・接骨院等,,36.32662,139.022288,approx,geocoding.jp
ラクモア,下室田町,027-374-1780,整体・はり・きゅう・マッサージ・接骨院等,,36.380501,138.899511,approx,geocoding.jp
ラジカル整骨院,金古町,027-384-3012,整体・はり・きゅう・マッサージ・接骨院等,,36.407005,139.003945,approx,geocoding.jp
Raffine,棟高町,027-381-8312,整体・はり・きゅう・マッサージ・接骨院等,イオンモール,36.390779,139.00673,approx,geocoding.jp
ラフィネ,八島町,027-325-0511,整体・はり・きゅう・マッサージ・接骨院等,モントレー,36.322434,139.012052,approx,geocoding.jp
リゾネート,三ツ寺町,027-310-0511,整体・はり・きゅう・マッサージ・接骨院等,,36.384419,138.997765,approx,geocoding.jp
リラクゼーション楽王道,緑町,027-329-5336,整体・はり・きゅう・マッサージ・接骨院等,,36.349628,139.003207,approx,geocoding.jp
リラクゼーション・整体 あおぞら施療室,新町,0274-50-6002,整体・はり・きゅう・マッサージ・接骨院等,,36.276002,139.110709,approx,geocoding.jp
リラクゼーションエステサロンラルジュ,箕郷町柏木沢,080-3755-1628,整体・はり・きゅう・マッサージ・接骨院等,,36.409477,138.978373,approx,geocoding.jp
和香堂はり灸マッサージ治療院,上中居町,090-6938-2371,整体・はり・きゅう・マッサージ・接骨院等,,36.315476,139.028781,approx,geocoding.jp
栄樂屋肉店,下室田町,027-374-0069,精肉店,,36.385225,138.880621,approx,geocoding.jp
金嶋精肉店,和田町,027-322-5649,精肉店,,36.315486,139.011789,approx,geocoding.jp
SHOP Takasaki Horumon,本郷町,027-395-0315,精肉店,,36.357854,138.952135,approx,geocoding.jp
寺田精肉店,鍛冶町,027-322-5979,精肉店,,36.322543,139.006003,approx,geocoding.jp
寺西精肉店 末広支店,末広町,027-323-5998,精肉店,,36.332847,139.008868,approx,geocoding.jp
ニュー・クイック,八島町,027-321-5771,精肉店,モントレー,36.322434,139.012052,approx,geocoding.jp
平井精肉店,大橋町,027-322-3625,精肉店,,36.3368,139.000747,approx,geocoding.jp
松喜肉店,箕郷町西明屋,027-371-3945,精肉店,,36.39514,138.961037,approx,geocoding.jp
まつしま肉店,新町,0274-42-8700,精肉店,,36.275738,139.109143,approx,geocoding.jp
ミートコマツ,西横手町,027-353-1329,精肉店,,36.33387,139.068251,approx,geocoding.jp
ミートショップ・キグレ,真町,027-325-5982,精肉店,,36.32605,139.009555,approx,geocoding.jp
和田畜産,岩鼻町,027-346-2029,精肉店,,36.293954,139.073484,approx,geocoding.jp
うえはら法律事務所,昭和町,027-395-4611,専門サービス（行政書士、税理士等）,,36.336993,139.005645,approx,geocoding.jp
カシオペア法律事務所,倉賀野町,027-388-9920,専門サービス（行政書士、税理士等）,,36.297122,139.046141,approx,geocoding.jp
行政書士コヤマ事務所,請地町,027-322-5313,専門サービス（行政書士、税理士等）,,36.333184,139.004468,approx,geocoding.jp
行政書士本間事務所,山名町,027-386-6920,専門サービス（行政書士、税理士等）,,36.329218,139.064113,approx,geocoding.jp
桑原工務店,昭和町,027-323-6215,専門サービス（行政書士、税理士等）,,36.336199,139.00321,approx,geocoding.jp
舘山法律事務所,上中居町,027-330-2355,専門サービス（行政書士、税理士等）,,36.321338,139.027227,approx,geocoding.jp
Focust,正観寺町,080-5518-2047,専門サービス（行政書士、税理士等）,,36.365396,139.010985,approx,geocoding.jp
弁護士法人佐々木法律事務所,檜物町,027-330-3334,専門サービス（行政書士、税理士等）,,36.322848,139.006203,approx,geocoding.jp
あおば交通 高崎営業所,寺尾町,027ｰ388ｰ1232,鉄道・バス・タクシー,,36.292508,139.006243,approx,geocoding.jp
共愛タクシー,箕郷町上芝,,鉄道・バス・タクシー,,36.394286,138.957411,approx,geocoding.jp
サクラ交通 足門営業所,足門町,027-365-3105,鉄道・バス・タクシー,,36.394892,138.998485,approx,geocoding.jp
サクラ交通 本社営業所,問屋町,027-365-3105,鉄道・バス・タクシー,,36.347653,139.010665,approx,geocoding.jp
上信観光バス 高崎営業所,芝塚町,027-325-5921,鉄道・バス・タクシー,,36.33302,139.015934,approx,geocoding.jp
上信ハイヤー 高崎営業所,江木町,027-322-1212,鉄道・バス・タクシー,,36.327525,139.021343,approx,geocoding.jp
上信ハイヤー 吉井営業所,吉井町吉井,027-387-3109,鉄道・バス・タクシー,,36.255973,138.984607,approx,geocoding.jp
高崎駅構内タクシー,下和田町,027-325-1515,鉄道・バス・タクシー,,36.314312,139.014308,approx,geocoding.jp
高崎第一交通,芝塚町,027-325-5454,鉄道・バス・タクシー,,36.335599,139.014223,approx,geocoding.jp
日本中央交通,島野町,027-353-8800,鉄道・バス・タクシー,,36.347314,139.047435,approx,geocoding.jp
榛名観光,上並榎町,027-343-0020,鉄道・バス・タクシー,,36.345331,138.979748,approx,geocoding.jp
平和交通,新町,0274-42-0016,鉄道・バス・タクシー,,36.27399,139.105731,approx,geocoding.jp
南代行,新保田中町,027-361-8773,鉄道・バス・タクシー,,36.360764,139.040726,town,gsi
三山タクシー,本町,027-322-2427,鉄道・バス・タクシー,,36.330754,139.005414,approx,geocoding.jp
スズラン高崎,鞘町,027-326-1111,デパート,スズラン高崎,36.325016,139.005536,approx,geocoding.jp
高崎髙島屋,旭町,027-327-1111,デパート,高崎髙島屋,36.324219,139.010925,approx,geocoding.jp
安藝動物病院,江木町,027-327-1155,動物病院・ペット関連,,36.330626,139.029738,approx,geocoding.jp
あきむら動物病院,吉井町長根,027-387-3486,動物病院・ペット関連,,36.25296,138.973729,approx,geocoding.jp
あべ動物病院,中泉町,027-372-6030,動物病院・ペット関連,,36.373034,139.001965,approx,geocoding.jp
アルプス動物病院,芝塚町,027-322-1286,動物病院・ペット関連,,36.335645,139.013193,approx,geocoding.jp
いたくら動物病院,下佐野町,027-347-5633,動物病院・ペット関連,,36.299563,139.023968,approx,geocoding.jp
けあかんぱにー,矢島町,027-350-7701,動物病院・ペット関連,,36.336128,139.051044,approx,geocoding.jp
高崎ペットセンター,石原町,027-326-3895,動物病院・ペット関連,,36.31459,139.000064,approx,geocoding.jp
美ら海,上中居町,027-381-5011,動物病院・ペット関連,,36.316318,139.02889,approx,geocoding.jp
ＤＯＧ＆ＣＡＴ Ｗａｌｔｚ,住吉町,027-386-8791,動物病院・ペット関連,,36.334892,139.000858,approx,geocoding.jp
Dog Grooming ＆ Ｈｏｔｅｌ ＭＡＮＤＩ,石原町,027-384-6440,動物病院・ペット関連,,36.305721,138.99585,town,gsi
ととのう猫カフェバーニャ,上並榎町,027-329-6888,動物病院・ペット関連,,36.336556,138.990469,approx,geocoding.jp
Ｔｒｉｍｍｉｎｇ Ｓａｌｏｎ Ｅ－ｂａｓｈｏ,筑縄町,027-388-1166,動物病院・ペット関連,,36.384146,139.007384,approx,geocoding.jp
中瀬動物病院,下豊岡町,027-323-9000,動物病院・ペット関連,,36.334808,138.982233,approx,geocoding.jp
パウズリビング,八島町,090-6144-7718,動物病院・ペット関連,OPA,36.323126,139.011099,approx,geocoding.jp
ペットシッターSOS高崎店,日高町,027-363-5365,動物病院・ペット関連,,36.357709,139.034628,approx,geocoding.jp
ペットセンター植原,飯塚町,027-362-4067,動物病院・ペット関連,,36.342194,139.000037,approx,geocoding.jp
PETEMO（ペテモ）,棟高町,027-310-9032,動物病院・ペット関連,イオンモール,36.391667,139.006857,approx,geocoding.jp
ESTELLE,棟高町,027-310-9074,時計・貴金属・ブランド品,イオンモール,36.390049,139.006982,approx,geocoding.jp
ギャレリア 高崎柴崎店,柴崎町,027-381-8211,時計・貴金属・ブランド品,,36.316149,139.05868,approx,geocoding.jp
ギャレリア 高崎緑町店,飯塚町,027-365-5220,時計・貴金属・ブランド品,,36.352299,139.006211,approx,geocoding.jp
クローチェ,筑縄町,,時計・貴金属・ブランド品,,36.354349,138.992448,approx,geocoding.jp
THE CLOCK HOUSE,棟高町,027-310-9137,時計・貴金属・ブランド品,イオンモール,36.390726,139.006272,approx,geocoding.jp
THE KISS,棟高町,027-310-9122,時計・貴金属・ブランド品,イオンモール,36.356584,139.008904,approx,geocoding.jp
ザキッスカップルズ,八島町,027-321-7222,時計・貴金属・ブランド品,OPA,36.323108,139.011121,approx,geocoding.jp
サントノーレ 高崎店,問屋町,027-363-0033,時計・貴金属・ブランド品,,36.346581,139.009087,approx,geocoding.jp
TSUTSUMI,棟高町,027-310-9027,時計・貴金属・ブランド品,イオンモール,36.391127,139.006211,approx,geocoding.jp
STONE MARKET,棟高町,027-310-9155,時計・貴金属・ブランド品,イオンモール,36.390587,139.006715,approx,geocoding.jp
誠美堂,矢中町,027-346-1311,時計・貴金属・ブランド品,,36.309796,139.054437,approx,geocoding.jp
タカハシ時計店,飯塚町,027-361-1914,時計・貴金属・ブランド品,,36.341906,139.017353,approx,geocoding.jp
中原時計店,連雀町,027-322-3834,時計・貴金属・ブランド品,,36.324271,139.00784,approx,geocoding.jp
ひうが時計店,新町,0274-42-0693,時計・貴金属・ブランド品,,36.276133,139.107755,approx,geocoding.jp
フェスタリアボヤージュ,八島町,027-386-5174,時計・貴金属・ブランド品,OPA,36.323161,139.011267,approx,geocoding.jp
ブランド楽市 高崎店,八島町,027-310-6091,時計・貴金属・ブランド品,,36.323614,139.010585,approx,geocoding.jp
アイケイ薬局 倉賀野店,倉賀野町,027-347-4499,ドラッグストア・薬局,,36.296064,139.041211,approx,geocoding.jp
アイケイ薬局 矢中店,矢中町,027-353-6633,ドラッグストア・薬局,,36.31181,139.048472,approx,geocoding.jp
アイケイ薬局中居店,中居町,027-352-4400,ドラッグストア・薬局,,36.313688,139.041093,approx,geocoding.jp
ウエルシア薬局 高崎貝沢店,貝沢町,027-370-6778,ドラッグストア・薬局,,36.344815,139.02012,approx,geocoding.jp
ウエルシア薬局 高崎上佐野店,上佐野町,027-310-6370,ドラッグストア・薬局,,36.3065,139.026702,approx,geocoding.jp
ウエルシア薬局 高崎中居店,中居町,027-350-7061,ドラッグストア・薬局,,36.313142,139.043837,approx,geocoding.jp
ウエルシア薬局 高崎棟高店,棟高町,027-310-0202,ドラッグストア・薬局,,36.386382,138.999613,approx,geocoding.jp
ウエルシア薬局 高崎吉井店,吉井町長根,027-320-3113,ドラッグストア・薬局,,36.250794,138.966497,approx,geocoding.jp
駅前アサヒ薬局,新町,0274-42-1643,ドラッグストア・薬局,,36.275139,139.107473,approx,geocoding.jp
小川薬局,住吉町,027-323-8500,ドラッグストア・薬局,,36.335379,139.00124,approx,geocoding.jp
快晴堂薬局,八島町,027-322-5584,ドラッグストア・薬局,,36.322239,139.009929,approx,geocoding.jp
カワチ薬品 飯塚店,飯塚町,027-361-0051,ドラッグストア・薬局,,36.34474,139.000697,approx,geocoding.jp
カワチ薬品 大八木店,大八木町,027-363-8611,ドラッグストア・薬局,,36.36227,139.001819,approx,geocoding.jp
カワチ薬品 高崎駅東店,高関町,027-324-5531,ドラッグストア・薬局,,36.322595,139.028358,approx,geocoding.jp
カワチ薬品 高崎新町店,新町,0274-42-3650,ドラッグストア・薬局,,36.27133,139.106091,approx,geocoding.jp
カワチ薬品 吉井店,吉井町池,027-387-1460,ドラッグストア・薬局,,36.266973,138.990758,approx,geocoding.jp
きくま薬局,本郷町,027-344-1312,ドラッグストア・薬局,,36.361801,138.94508,approx,geocoding.jp
クスリのアオキ 飯塚店,飯塚町,027-360-3001,ドラッグストア・薬局,,36.341639,139.002379,approx,geocoding.jp
クスリのアオキ 上佐野店,上佐野町,027-386-6770,ドラッグストア・薬局,,36.307586,139.021036,approx,geocoding.jp
クスリのアオキ 上豊岡店,上豊岡町,076-274-6110,ドラッグストア・薬局,,36.341094,138.965623,approx,geocoding.jp
クスリのアオキ 上中居店,上中居町,027-393-6157,ドラッグストア・薬局,,36.317626,139.027572,approx,geocoding.jp
クスリのアオキ 上並榎店,上並榎町,027-381-6151,ドラッグストア・薬局,,36.346512,138.992535,approx,geocoding.jp
クスリのアオキ 北原店,北原町,076-274-6110,ドラッグストア・薬局,,36.407732,139.024914,approx,geocoding.jp
クスリのアオキ 倉賀野店,倉賀野町,076-274-1111,ドラッグストア・薬局,,36.296072,139.048397,approx,geocoding.jp
クスリのアオキ 新町店,新町,0274-25-8745,ドラッグストア・薬局,,36.263772,139.105696,approx,geocoding.jp
クスリのアオキ 中泉店,中泉町,027-329-3827,ドラッグストア・薬局,,36.370794,139.002588,approx,geocoding.jp
クスリのアオキ 箕郷店,箕郷町上芝,027-381-8113,ドラッグストア・薬局,,36.38559,138.957705,approx,geocoding.jp
クスリのアオキ 高関店,高関町,027-395-5611,ドラッグストア・薬局,,36.32786,139.02889,approx,geocoding.jp
クスリのアオキ 棟高店,棟高町,027-329-7235,ドラッグストア・薬局,,36.390515,138.999497,approx,geocoding.jp
薬のクスモト,上小塙町,027-343-9899,ドラッグストア・薬局,,36.359121,138.979631,approx,geocoding.jp
くすりのだいしん,通町,027-386-2381,ドラッグストア・薬局,,36.349182,139.000551,approx,geocoding.jp
クロサワ薬局 東口店,栄町,027-322-2217,ドラッグストア・薬局,,36.321763,139.014784,approx,geocoding.jp
小池薬品,新町,0274-42-3271,ドラッグストア・薬局,,36.274755,139.110334,approx,geocoding.jp
小泉薬舗,寄合町,027-322-4146,ドラッグストア・薬局,,36.3272,139.005358,approx,geocoding.jp
髙野薬局,貝沢町,027-362-2267,ドラッグストア・薬局,,36.341019,139.02698,approx,geocoding.jp
サイクルフレンドまつもと,中尾町,027-363-1669,ドラッグストア・薬局,,36.363987,139.02385,approx,geocoding.jp
サンドラッグ みさと店,箕郷町上芝,027-368-9651,ドラッグストア・薬局,,36.380698,138.962444,approx,geocoding.jp
上州屋薬品,新町,0274-42-2345,ドラッグストア・薬局,,36.278315,139.106604,approx,geocoding.jp
白銀屋 高崎店,鞘町,027-326-3063,ドラッグストア・薬局,,36.32599,139.005795,approx,geocoding.jp
白銀屋 貝沢店,貝沢町,027-361-7703,ドラッグストア・薬局,,36.346538,139.021547,approx,geocoding.jp
スギドラッグ 片岡店,片岡町,027-328-5280,ドラッグストア・薬局,,36.318126,138.991872,approx,geocoding.jp
スギドラッグ 剣崎店,剣崎町,027-344-5503,ドラッグストア・薬局,,36.345049,138.962053,approx,geocoding.jp
スギドラッグ 小八木店,小八木町,027-362-3688,ドラッグストア・薬局,,36.357647,139.019448,approx,geocoding.jp
スギドラッグ 高崎日高店,日高町,027-370-8890,ドラッグストア・薬局,,36.349988,139.035057,approx,geocoding.jp
スギドラッグ 筑縄店,筑縄町,027-364-8461,ドラッグストア・薬局,,36.350549,138.990486,approx,geocoding.jp
スギドラッグ 中居店,中居町,027-352-4920,ドラッグストア・薬局,,36.314756,139.038623,approx,geocoding.jp
スギ薬局 高崎並榎店,並榎町,027-395-0673,ドラッグストア・薬局,,36.338466,138.992632,approx,geocoding.jp
スギ薬局 上並榎店,上並榎町,027-362-3842,ドラッグストア・薬局,,36.341273,138.989963,approx,geocoding.jp
スギ薬局 群馬町店,中泉町,027-395-5112,ドラッグストア・薬局,,36.372465,139.0019,approx,geocoding.jp
スギ薬局 高崎飯塚店,飯塚町,027-370-5481,ドラッグストア・薬局,,36.339406,139.007195,approx,geocoding.jp
セイジョー 高崎高関店,高関町,027-310-1303,ドラッグストア・薬局,,36.326477,139.024357,approx,geocoding.jp
セイジョー 高崎高関店,高関町,027-310-1303,ドラッグストア・薬局,,36.326477,139.024357,approx,geocoding.jp
そうごう薬局 佐野店,倉賀野町,027-345-0021,ドラッグストア・薬局,,36.303559,139.02816,approx,geocoding.jp
そうごう薬局 井野店,井野町,027-370-1351,ドラッグストア・薬局,,36.353243,139.026662,approx,geocoding.jp
田中薬局,吉井町吉井,027-387-2134,ドラッグストア・薬局,,36.251857,138.987049,approx,geocoding.jp
たねや薬局,新町,0274-50-9509,ドラッグストア・薬局,,36.277608,139.107628,approx,geocoding.jp
ディスカウントドラッグコスモス倉賀野店,倉賀野町,027-386-3568,ドラッグストア・薬局,,36.29433,139.059991,approx,geocoding.jp
ドラッグストアコスモス足門店,足門町,027-395-4445,ドラッグストア・薬局,,36.397,138.998428,approx,geocoding.jp
ドラッグストアコスモス倉賀野店,倉賀野町,027-386-3568,ドラッグストア・薬局,,36.29433,139.059991,approx,geocoding.jp
ドラッグストアコスモス高崎箕郷店,箕郷町上芝,027-381-8585,ドラッグストア・薬局,,36.380917,138.958909,approx,geocoding.jp
ドラッグストアコスモス高崎吉井店,吉井町池,027-384-8887,ドラッグストア・薬局,,36.266022,138.991227,approx,geocoding.jp
ドラッグストアコスモスとうか台店,稲荷台町,027-388-1181,ドラッグストア・薬局,,36.38265,139.023331,approx,geocoding.jp
ドラッグストアコスモス榛名店,上里見町,027-384-4004,ドラッグストア・薬局,,36.374935,138.89438,approx,geocoding.jp
ドラッグセイムス 高崎片岡町店,片岡町,027-320-6006,ドラッグストア・薬局,,36.319125,138.99137,approx,geocoding.jp
ドラッグセイムス 高崎群馬町店,棟高町,027-310-0080,ドラッグストア・薬局,,36.38459,139.001014,approx,geocoding.jp
ドラッグセイムス 高崎箕郷店,箕郷町上芝,027-360-7001,ドラッグストア・薬局,,36.390717,138.961811,approx,geocoding.jp
ドン・キホーテ 高崎店,問屋町西,027-370-6600,ドラッグストア・薬局,,36.348325,139.002759,approx,geocoding.jp
プラス薬局高崎吉井店,吉井町本郷,027-388-1170,ドラッグストア・薬局,,36.25849,138.973973,approx,geocoding.jp
まさご薬局,中居町,027-352-2333,ドラッグストア・薬局,,36.315071,139.043472,approx,geocoding.jp
マツモトキヨシ,八島町,027-321-5803,ドラッグストア・薬局,イーサイト,36.320473,139.001326,approx,geocoding.jp
マツモトキヨシ,八島町,027-324-8125,ドラッグストア・薬局,モントレー,36.320473,139.001326,approx,geocoding.jp
マツモトキヨシ 高崎下豊岡店,下豊岡町,027-310-1170,ドラッグストア・薬局,,36.334526,138.985054,approx,geocoding.jp
マツモトキヨシ 高崎新保町店,新保町,027-370-3005,ドラッグストア・薬局,,36.351444,139.036902,approx,geocoding.jp
マツモトキヨシ 高崎並榎町店,並榎町,027-370-1005,ドラッグストア・薬局,,36.342398,138.995066,approx,geocoding.jp
マツモトキヨシ 高崎日光店,日光町,027-362-1621,ドラッグストア・薬局,,36.339998,139.020921,approx,geocoding.jp
マツモトキヨシ 高崎八千代町店,八千代町,027-388-8141,ドラッグストア・薬局,,36.318565,138.989709,approx,geocoding.jp
マルエドラッグ 飯塚店,飯塚町,027-364-6060,ドラッグストア・薬局,,36.342854,139.005926,approx,geocoding.jp
マルエドラッグ 倉賀野店,倉賀野町,027-346-8977,ドラッグストア・薬局,,36.299303,139.035871,approx,geocoding.jp
マルエドラッグ 高崎駅西口店,旭町,027-310-7272,ドラッグストア・薬局,,36.324909,139.011306,approx,geocoding.jp
マルエドラッグ 高崎群馬町金古店,金古町,027-372-1772,ドラッグストア・薬局,,36.400681,138.999972,approx,geocoding.jp
マルエドラッグ 高崎小八木店,小八木町,027-363-7400,ドラッグストア・薬局,,36.359752,139.019625,approx,geocoding.jp
マルエドラッグ 高崎新保店,新保町,027-365-3911,ドラッグストア・薬局,,36.342081,139.035507,approx,geocoding.jp
マルエドラッグ 高崎新町店,新町,0274-20-2151,ドラッグストア・薬局,,36.274548,139.106952,approx,geocoding.jp
マルエドラッグ 高崎菅谷店,菅谷町,027-350-3700,ドラッグストア・薬局,,36.380446,139.017439,approx,geocoding.jp
マルエドラッグ 高崎寺尾店,寺尾町,027-327-5330,ドラッグストア・薬局,,36.297875,139.010951,approx,geocoding.jp
マルエドラッグ 高崎榛名中里見店,中里見町,027‐374-5283,ドラッグストア・薬局,,36.36878,138.905222,approx,geocoding.jp
マルエドラッグ 高崎箕郷店,箕郷町上芝,027-371-1388,ドラッグストア・薬局,,36.387667,138.96385,approx,geocoding.jp
マルエドラッグ 高崎棟高バイパス店,棟高町,027-386-3203,ドラッグストア・薬局,,36.384076,139.008545,approx,geocoding.jp
マルエドラッグ 並榎店,上並榎町,027-365-3666,ドラッグストア・薬局,,36.345652,138.990856,exact,geocoding.jp
マルエドラッグ 吉井店,吉井町池,027-387-6964,ドラッグストア・薬局,,36.261424,138.989706,approx,geocoding.jp
マルエドラッグ 吉井バイパス店,吉井町片山,027-381-6980,ドラッグストア・薬局,,36.259803,138.963318,approx,geocoding.jp
マルエドラッグ 高崎下小鳥店,下小鳥町,027-386-4471,ドラッグストア・薬局,,36.356739,138.994013,approx,geocoding.jp
まるとみ薬品,大橋町,027-327-2220,ドラッグストア・薬局,,36.337558,139.000563,approx,geocoding.jp
ユニスマイル薬局 あゆみ店,八島町,027-321-3781,ドラッグストア・薬局,,36.322468,139.012006,approx,geocoding.jp
ユニスマイル薬局飯塚店,飯塚町,027-364-6601,ドラッグストア・薬局,,36.340902,139.003802,approx,geocoding.jp
ユニスマイル薬局いなほ店,下小鳥町,027-360-6001,ドラッグストア・薬局,,36.38149,138.987545,approx,geocoding.jp
アイハラ体操クラブ,下滝町,027-352-4111,習い事,,36.313056,139.085514,approx,geocoding.jp
アシスト群馬高崎校,上中居町,027-310-3501,習い事,,36.314563,139.031591,approx,geocoding.jp
雨宮音楽教室,倉賀野町,027-346-2520,習い事,,36.299394,139.047029,approx,geocoding.jp
i luna yoga,金古町,,習い事,,36.412426,138.994278,town,gsi
英会話 イーエルアイ 高崎,八島町,027-321-0712,習い事,,36.320341,139.010349,approx,geocoding.jp
ACE英会話スクール,柴崎町,027-368-1505,習い事,,36.313914,139.059491,approx,geocoding.jp
エスファシル,片岡町,027-395-4332,習い事,,36.318006,138.996267,approx,geocoding.jp
Nバレエ塾,田町,080-3576-7595,習い事,,36.327482,139.00695,approx,geocoding.jp
エムズ英会話,新保町,027-367-8910,習い事,,36.345591,139.036584,approx,geocoding.jp
エムズ学童くらぶ,新保町,027-367-8910,習い事,,36.345992,139.036796,approx,geocoding.jp
オカダ楽器,中泉町,027-373-2839,習い事,,36.368783,139.000628,approx,geocoding.jp
落合企画,上室田町,080-7806-1548,習い事,,36.380669,138.957045,approx,geocoding.jp
小野池学院,栄町,027-322-8260,習い事,,36.321351,139.01515,approx,geocoding.jp
絵画教室 アトリエ・テマ,柳川町,027-322-3013,習い事,,36.327333,139.003241,approx,geocoding.jp
外国語会話学校エスパス,連雀町,027-326-5330,習い事,,36.324219,139.007979,approx,geocoding.jp
学習塾グリーンエイジ,中居町,027-393-6708,習い事,,36.318886,139.044924,approx,geocoding.jp
学進ゼミ,吉井町本郷,027-387-7250,習い事,,36.258872,138.96935,approx,geocoding.jp
学研 めぐみセミナー,羅漢町,027-325-3235,習い事,,36.328064,139.00869,approx,geocoding.jp
華道湖秀流本部教場,大橋町,027-362-3309,習い事,,36.33958,139.000032,approx,geocoding.jp
貴学塾,三ツ寺町,090-1801-0962,習い事,,36.376511,138.996892,approx,geocoding.jp
くらぶちセミナー,倉渕町川浦,027-378-4090,習い事,,36.442349,138.772059,approx,geocoding.jp
